Date,Symbol,Open,High,Low,Close,Volume
12/15/2023 15:55,MSFT,371.96,372,367.21,368.77,4373958
12/15/2023 13:45,MSFT,369.53,370,369.38,369.96,166302
12/15/2023 16:15,MSFT,370.73,370.73,369.2,369.59,30090
12/15/2023 16:10,MSFT,369.56,370.841,369.56,369.7,304319
12/15/2023 16:25,MSFT,369.8,370.838,369.76,369.9,5890
12/15/2023 15:50,MSFT,370.71,372.4,370.65,371.919,1917832
12/15/2023 15:40,MSFT,371.04,371.04,370.47,370.54,284335
12/15/2023 15:35,MSFT,370.755,371.03,370.6,371.03,223898
12/15/2023 15:15,MSFT,370.86,371.045,370.77,371.02,139670
12/15/2023 15:10,MSFT,370.57,370.89,370.56,370.86,137396
12/15/2023 14:55,MSFT,370.48,370.76,370.29,370.64,199233
12/15/2023 12:55,MSFT,370.65,370.71,370.1,370.13,224923
12/15/2023 15:05,MSFT,370.76,370.92,370.49,370.56,106078
12/15/2023 14:35,MSFT,370.725,371.065,370.619,370.685,152134
12/15/2023 14:50,MSFT,370.4,370.63,370.3,370.48,86817
12/15/2023 14:40,MSFT,370.7,370.81,370.43,370.515,152666
12/15/2023 12:45,MSFT,371.4,371.6,370.58,370.89,224295
12/15/2023 12:25,MSFT,371.683,371.81,371.405,371.47,165516
12/15/2023 14:30,MSFT,370.04,370.82,370.04,370.743,117102
12/15/2023 14:45,MSFT,370.525,370.67,370.355,370.4,96453
12/15/2023 12:50,MSFT,370.92,371.08,370.59,370.67,100374
12/15/2023 14:15,MSFT,369.83,370.2,369.785,370.16,94562
12/15/2023 14:20,MSFT,370.16,370.28,369.92,370.28,248708
12/15/2023 14:10,MSFT,369.73,370.01,369.6,369.805,420398
12/15/2023 14:00,MSFT,369.53,369.73,369.19,369.59,110620
12/15/2023 11:55,MSFT,370.96,371.45,370.945,371.3,167490
12/15/2023 12:00,MSFT,371.31,371.6,371.14,371.18,185915
12/15/2023 12:30,MSFT,371.49,371.53,371,371.13,182691
12/15/2023 13:50,MSFT,370,371.48,369.31,369.41,145718
12/15/2023 12:05,MSFT,371.23,371.29,370.91,371.01,138500
12/15/2023 14:25,MSFT,370.29,370.593,370.02,370.03,370176
12/15/2023 11:10,MSFT,370.445,370.855,370.12,370.78,250387
12/15/2023 11:20,MSFT,371.445,371.58,371.225,371.42,194984
12/15/2023 11:45,MSFT,371.14,371.49,370.98,371.12,216759
12/15/2023 11:35,MSFT,371.435,371.84,371.37,371.46,180809
12/15/2023 13:45,MSFT,369.53,370,369.38,369.96,166302
12/15/2023 13:30,MSFT,370.65,370.89,370.497,370.82,109509
12/15/2023 12:50,MSFT,370.92,371.08,370.59,370.67,100374
12/15/2023 11:00,MSFT,371.26,371.4,370.81,370.92,194670
12/15/2023 13:15,MSFT,370.74,370.765,370.345,370.39,102504
12/15/2023 12:55,MSFT,370.65,370.71,370.1,370.13,224923
12/15/2023 12:25,MSFT,371.683,371.81,371.405,371.47,165516
12/15/2023 12:10,MSFT,371.04,371.55,371,371.55,144527
12/15/2023 12:20,MSFT,371.91,372.01,371.48,371.7,270459
12/15/2023 12:05,MSFT,371.23,371.29,370.91,371.01,138500
12/15/2023 11:50,MSFT,371.17,371.21,370.88,370.96,138888
12/15/2023 11:25,MSFT,371.407,371.85,371.395,371.74,219243
12/15/2023 11:35,MSFT,371.435,371.84,371.37,371.46,180809
12/15/2023 18:05,GOOG,133.8,133.83,133.76,133.83,628
12/15/2023 18:30,GOOG,133.8,133.83,133.79,133.81,270
12/15/2023 19:05,GOOG,133.97,134.07,133.97,133.98,23
12/15/2023 18:40,GOOG,133.82,133.83,133.815,133.815,55
12/15/2023 18:40,GOOG,133.82,133.83,133.815,133.815,55
12/15/2023 17:00,GOOG,133.9,133.92,133.87,133.91,299
12/15/2023 17:35,GOOG,133.36,133.92,132.74,133.861,2157
12/15/2023 18:55,GOOG,134.07,134.07,133.882,133.94,101
12/15/2023 18:25,GOOG,133.8,133.87,133.79,133.83,54
12/15/2023 18:55,GOOG,134.07,134.07,133.882,133.94,101
12/15/2023 19:25,GOOG,133.93,134,133.9,133.99,663
12/15/2023 17:20,GOOG,133.91,133.93,133.91,133.911,461
12/15/2023 17:35,GOOG,133.36,133.92,132.74,133.861,2157
12/15/2023 18:10,GOOG,133.84,133.91,133.83,133.83,35
12/15/2023 16:50,GOOG,133.89,133.92,133.84,133.85,82691
12/15/2023 16:55,GOOG,133.85,133.92,133.85,133.85,265
12/15/2023 17:40,GOOG,133.88,133.9,133.84,133.84,380
12/15/2023 18:45,GOOG,133.8,134.2,133.8,133.9,17585
12/15/2023 16:00,GOOG,133.72,133.87,133.61,133.84,50079008
12/15/2023 17:05,GOOG,133.87,133.91,133.87,133.89,144
12/15/2023 17:25,GOOG,115.057,158.576,115.057,133.99,4711
12/15/2023 16:40,GOOG,133.91,133.92,133.9,133.9,6251
12/15/2023 16:15,GOOG,133.84,133.92,133.84,133.89,80092
12/15/2023 17:10,GOOG,133.87,133.91,133.87,133.88,627
12/15/2023 18:35,GOOG,133.79,133.82,133.79,133.79,489
12/15/2023 17:05,GOOG,133.87,133.91,133.87,133.89,144
12/15/2023 16:35,GOOG,133.92,133.92,133.84,133.9,6372
12/15/2023 15:55,GOOG,133.74,133.845,133.58,133.75,1691676
12/15/2023 16:10,GOOG,133.88,133.907,133.84,133.85,614838
12/15/2023 17:20,GOOG,133.91,133.93,133.91,133.911,461
12/15/2023 15:35,GOOG,133.83,133.953,133.76,133.942,729878
12/15/2023 15:45,GOOG,133.815,133.86,133.73,133.85,567111
12/15/2023 17:50,GOOG,134.14,134.73,132.73,133.9,850
12/15/2023 19:20,GOOG,133.93,133.96,133.9,133.93,943
12/15/2023 15:50,GOOG,133.86,133.88,133.5,133.74,1377592
12/15/2023 16:30,GOOG,133.9,133.92,133.9,133.9,1805
12/15/2023 16:10,GOOG,133.88,133.907,133.84,133.85,614838
12/15/2023 16:15,GOOG,133.84,133.92,133.84,133.89,80092
12/15/2023 17:50,GOOG,134.14,134.73,132.73,133.9,850
12/15/2023 16:25,GOOG,133.9,133.92,133.84,133.91,5179
12/15/2023 16:45,GOOG,133.905,133.91,133.88,133.89,1403
12/15/2023 15:40,GOOG,133.95,133.99,133.81,133.815,263562
12/15/2023 14:45,GOOG,133.52,133.6,133.48,133.48,174993
12/15/2023 16:00,GOOG,133.72,133.87,133.61,133.84,50079008
12/15/2023 15:15,GOOG,133.695,133.72,133.63,133.68,154447
12/15/2023 15:25,GOOG,133.802,133.93,133.802,133.89,195138
12/15/2023 14:55,GOOG,133.51,133.6,133.43,133.6,204434
12/15/2023 15:30,GOOG,133.89,133.93,133.805,133.835,277187
12/15/2023 15:20,GOOG,133.68,133.81,133.66,133.807,265005
12/15/2023 15:10,GOOG,133.565,133.72,133.56,133.695,116360
12/15/2023 14:35,GOOG,133.54,133.6,133.475,133.475,227801
12/15/2023 14:30,GOOG,133.285,133.58,133.275,133.545,199399
12/15/2023 13:55,GOOG,132.88,132.96,132.77,132.93,165092
12/15/2023 14:45,GOOG,133.52,133.6,133.48,133.48,174993
12/15/2023 14:20,GOOG,133.505,133.52,133.41,133.48,144831
12/15/2023 13:55,GOOG,132.88,132.96,132.77,132.93,165092
12/15/2023 13:15,GOOG,132.9,132.91,132.8,132.875,126757
12/15/2023 13:05,GOOG,132.82,132.89,132.73,132.785,155551
12/15/2023 13:50,GOOG,132.915,132.96,132.79,132.88,247773
12/15/2023 13:40,GOOG,133.09,133.115,132.75,132.85,318543
12/15/2023 13:25,GOOG,132.98,133.18,132.97,133.17,160963
12/15/2023 13:45,GOOG,132.855,132.971,132.81,132.92,215451
12/15/2023 13:50,GOOG,132.915,132.96,132.79,132.88,247773
12/15/2023 13:40,GOOG,133.09,133.115,132.75,132.85,318543
12/15/2023 12:30,GOOG,133.3,133.32,133.1,133.15,156071
12/15/2023 14:00,GOOG,132.92,133.14,132.832,133.095,151015
12/15/2023 13:20,GOOG,132.88,133,132.855,132.975,122560
12/15/2023 12:55,GOOG,132.905,132.96,132.78,132.78,182484
12/15/2023 12:15,GOOG,133.085,133.11,132.97,133.07,290169
12/15/2023 13:20,GOOG,132.88,133,132.855,132.975,122560
12/15/2023 13:05,GOOG,132.82,132.89,132.73,132.785,155551
12/15/2023 12:35,GOOG,133.15,133.15,132.95,132.96,169869
12/15/2023 12:15,GOOG,133.085,133.11,132.97,133.07,290169
12/15/2023 12:00,GOOG,133.01,133.05,132.875,132.9,202316
12/15/2023 11:45,GOOG,133.295,133.31,133.08,133.13,191313
12/15/2023 12:05,GOOG,132.905,133.055,132.86,133.01,173092
12/15/2023 12:40,GOOG,132.965,133.03,132.92,133,316737
12/15/2023 12:20,GOOG,133.065,133.31,133.03,133.31,187258
12/15/2023 11:40,GOOG,133.23,133.32,133.12,133.295,182224
12/15/2023 11:50,GOOG,133.131,133.14,132.9,132.965,236146
12/15/2023 11:35,GOOG,133.385,133.42,133.23,133.24,198083
12/15/2023 12:10,GOOG,133.025,133.13,133.025,133.08,378814
12/15/2023 12:05,GOOG,132.905,133.055,132.86,133.01,173092
12/15/2023 11:15,GOOG,133.23,133.37,133.145,133.353,236344
12/15/2023 11:30,GOOG,133.39,133.49,133.365,133.381,208348
12/15/2023 11:10,GOOG,133.18,133.285,133.15,133.23,232630
12/15/2023 11:30,GOOG,133.39,133.49,133.365,133.381,208348
12/15/2023 11:40,GOOG,133.23,133.32,133.12,133.295,182224
12/15/2023 11:10,GOOG,133.18,133.285,133.15,133.23,232630
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,MSFT,366.93,367.34,366.92,367.305,241155
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:40,GOOG,132.26,132.415,132.26,132.385,258691
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,GOOG,132.39,132.55,132.32,132.52,213015
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:45,MSFT,367.3,367.72,367.14,367.6,302041
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:50,GOOG,132.53,132.53,132.33,132.505,186098
12/14/2023 11:50,MSFT,367.595,367.6,366.97,367.41,234791
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 11:55,GOOG,132.51,132.675,132.49,132.609,211384
12/14/2023 11:55,MSFT,367.433,367.69,366.78,367.1,306696
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:00,MSFT,367.1,367.5,367.01,367.19,222142
12/14/2023 12:00,GOOG,132.61,132.77,132.56,132.725,188929
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,GOOG,132.73,132.82,132.6,132.68,208986
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:05,MSFT,367.218,367.425,366.925,367.195,210945
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,GOOG,132.685,132.775,132.63,132.74,205891
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:10,MSFT,367.19,367.24,366.83,367.06,255111
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,GOOG,132.74,132.78,132.56,132.63,167264
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:15,MSFT,367.06,367.29,366.54,366.73,314939
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,MSFT,366.74,367.34,366.73,367.14,226483
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:20,GOOG,132.63,132.69,132.53,132.56,181291
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,GOOG,132.57,132.887,132.565,132.86,142943
12/14/2023 12:25,MSFT,367.15,367.632,367.14,367.57,256964
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,GOOG,132.85,132.88,132.765,132.808,332625
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:30,MSFT,367.57,368.04,367.26,367.915,267113
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,MSFT,367.9,368.02,367.5,367.52,218845
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
12/14/2023 12:35,GOOG,132.805,132.82,132.585,132.588,194180
